gene_symbol	ensgid_version	ensgid	enstid_version	biotype	u5_len	u5_AUG	u5_ORF	u5_oORF_all	u5_oORF_inframe	u5_oORF_outframe	u5_oORF_altered_cds	u5_oORF_kozak	u5_ORF_kozak	u5_GC	u3_len	u3_AUG	u3_ORF	u3_ORF_kozak	u3_GC
SYNGR3	ENSG00000127561.15	ENSG00000127561	ENST00000248121.7	protein_coding	133	0	0	0	0	0	0	0	0	0.781954887218045	1203	10	10	3	0.58686616791355
RAB40C	ENSG00000197562.10	ENSG00000197562	ENST00000248139.8	protein_coding	226	0	0	0	0	0	0	0	0	0.86283185840708	1646	21	21	3	0.636087484811665
GNG13	ENSG00000127588.5	ENSG00000127588	ENST00000248150.5	protein_coding	103	0	0	0	0	0	0	0	0	0.640776699029126	678	3	3	2	0.635693215339233
ZNF10	ENSG00000256223.6	ENSG00000256223	ENST00000248211.11	protein_coding	187	1	1	0	0	0	0	0	2	0.529411764705882	2497	61	60	3	0.351221465758911
TICAM1	ENSG00000127666.10	ENSG00000127666	ENST00000248244.6	protein_coding	238	2	0	2	0	2	4	2	0	0.684873949579832	307	4	3	2	0.527687296416938
MON1B	ENSG00000103111.15	ENSG00000103111	ENST00000248248.8	protein_coding	79	3	1	2	0	2	4	3	2	0.518987341772152	4090	76	74	3	0.441564792176039
METTL25	ENSG00000127720.8	ENSG00000127720	ENST00000248306.8	protein_coding	37	1	0	1	0	1	2	1	0	0.621621621621622	215	6	6	3	0.251162790697674
EIF3K	ENSG00000178982.10	ENSG00000178982	ENST00000248342.9	protein_coding	81	0	0	0	0	0	0	0	0	0.617283950617284	34	1	1	2	0.382352941176471
EMC6	ENSG00000127774.7	ENSG00000127774	ENST00000248378.6	protein_coding	137	1	1	0	0	0	0	0	3	0.64963503649635	186	3	2	2	0.408602150537634
OR1E2	ENSG00000127780.3	ENSG00000127780	ENST00000248384.1	protein_coding	0	0	0	0	0	0	0	0	0		0	0	0	0	
TUBA4A	ENSG00000127824.15	ENSG00000127824	ENST00000248437.9	protein_coding	60	0	0	0	0	0	0	0	0	0.633333333333333	642	8	8	3	0.507788161993769
VIL1	ENSG00000127831.11	ENSG00000127831	ENST00000248444.10	protein_coding	57	0	0	0	0	0	0	0	0	0.596491228070175	3959	77	73	3	0.364233392270775
AAMP	ENSG00000127837.10	ENSG00000127837	ENST00000248450.9	protein_coding	51	0	0	0	0	0	0	0	0	0.686274509803922	404	4	4	3	0.537128712871287
TNFRSF19	ENSG00000127863.16	ENSG00000127863	ENST00000248484.9	protein_coding	471	5	5	0	0	0	0	0	3	0.428874734607219	2713	62	62	3	0.384813859196461
HSPB1	ENSG00000106211.10	ENSG00000106211	ENST00000248553.7	protein_coding	40	0	0	0	0	0	0	0	0	0.575	119	1	1	1	0.521008403361345
GNG11	ENSG00000127920.6	ENSG00000127920	ENST00000248564.6	protein_coding	403	0	0	0	0	0	0	0	0	0.672456575682382	2394	36	35	3	0.381370091896408
GNGT1	ENSG00000127928.13	ENSG00000127928	ENST00000248572.10	protein_coding	89	1	1	0	0	0	0	0	1	0.303370786516854	347	9	7	2	0.256484149855908
PTPN12	ENSG00000127947.16	ENSG00000127947	ENST00000248594.11	protein_coding	252	0	0	0	0	0	0	0	0	0.777777777777778	789	13	13	2	0.305449936628644
FGL2	ENSG00000127951.8	ENSG00000127951	ENST00000248598.6	protein_coding	26	0	0	0	0	0	0	0	0	0.576923076923077	2910	61	61	3	0.309965635738832
PEX1	ENSG00000127980.16	ENSG00000127980	ENST00000248633.9	protein_coding	85	0	0	0	0	0	0	0	0	0.752941176470588	432	11	11	3	0.25462962962963
LRFN1	ENSG00000128011.5	ENSG00000128011	ENST00000248668.5	protein_coding	196	2	1	1	0	1	2	2	3	0.688775510204082	1067	5	4	3	0.611996251171509
RASL11B	ENSG00000128045.7	ENSG00000128045	ENST00000248706.5	protein_coding	191	0	0	0	0	0	0	0	0	0.680628272251309	1030	23	22	3	0.431067961165049
TUBGCP6	ENSG00000128159.12	ENSG00000128159	ENST00000248846.10	protein_coding	564	0	0	0	0	0	0	0	0	0.641843971631206	42	0	0	0	0.595238095238095
DGCR6L	ENSG00000128185.10	ENSG00000128185	ENST00000248879.8	protein_coding	72	1	1	0	0	0	0	0	2	0.805555555555556	437	3	2	1	0.601830663615561
NCF4	ENSG00000100365.16	ENSG00000100365	ENST00000248899.11	protein_coding	166	0	0	0	0	0	0	0	0	0.650602409638554	192	2	1	2	0.494791666666667
CYTH4	ENSG00000100055.21	ENSG00000100055	ENST00000248901.11	protein_coding	62	0	0	0	0	0	0	0	0	0.629032258064516	1830	19	18	3	0.586885245901639
GCAT	ENSG00000100116.17	ENSG00000100116	ENST00000248924.11	protein_coding	34	0	0	0	0	0	0	0	0	0.764705882352941	179	1	1	2	0.558659217877095
SGSM3	ENSG00000100359.21	ENSG00000100359	ENST00000248929.14	protein_coding	206	2	2	0	0	0	0	0	1	0.606796116504854	530	6	6	3	0.59433962264151
SEZ6L	ENSG00000100095.19	ENSG00000100095	ENST00000248933.11	protein_coding	208	0	0	0	0	0	0	0	0	0.802884615384615	3301	66	64	3	0.410784610724023
VPREB3	ENSG00000128218.8	ENSG00000128218	ENST00000248948.4	protein_coding	62	0	0	0	0	0	0	0	0	0.564516129032258	133	3	2	3	0.496240601503759
SDF2L1	ENSG00000128228.5	ENSG00000128228	ENST00000248958.5	protein_coding	35	0	0	0	0	0	0	0	0	0.885714285714286	124	5	3	2	0.540322580645161
YWHAH	ENSG00000128245.15	ENSG00000128245	ENST00000248975.6	protein_coding	199	0	0	0	0	0	0	0	0	0.804020100502513	811	21	20	3	0.397040690505549
RFPL3	ENSG00000128276.10	ENSG00000128276	ENST00000249007.4	protein_coding	205	5	3	2	0	2	4	2	3	0.531707317073171	329	6	5	3	0.316109422492401
CDC42EP1	ENSG00000128283.7	ENSG00000128283	ENST00000249014.5	protein_coding	387	2	2	0	0	0	0	0	3	0.684754521963824	585	5	5	3	0.627350427350427
GALR3	ENSG00000128310.3	ENSG00000128310	ENST00000249041.3	protein_coding	25	1	0	1	0	1	2	2	0	0.68	15	0	0	0	0.733333333333333
TST	ENSG00000128311.14	ENSG00000128311	ENST00000249042.8	protein_coding	69	0	0	0	0	0	0	0	0	0.739130434782609	162	3	2	2	0.475308641975309
APOL5	ENSG00000128313.2	ENSG00000128313	ENST00000249044.2	protein_coding	0	0	0	0	0	0	0	0	0		136	3	1	2	0.433823529411765
CCDC117	ENSG00000159873.10	ENSG00000159873	ENST00000249064.9	protein_coding	155	0	0	0	0	0	0	0	0	0.729032258064516	2969	55	54	3	0.371842371168744
RAC2	ENSG00000128340.15	ENSG00000128340	ENST00000249071.11	protein_coding	121	0	0	0	0	0	0	0	0	0.702479338842975	772	12	12	3	0.52979274611399
LIF	ENSG00000128342.5	ENSG00000128342	ENST00000249075.4	protein_coding	64	1	1	0	0	0	0	0	1	0.53125	3198	38	37	3	0.566604127579737
APOBEC3A	ENSG00000128383.13	ENSG00000128383	ENST00000249116.7	protein_coding	83	0	0	0	0	0	0	0	0	0.55421686746988	675	10	9	3	0.456296296296296
PMPCB	ENSG00000105819.14	ENSG00000105819	ENST00000249269.9	protein_coding	25	0	0	0	0	0	0	0	0	0.44	2415	33	32	3	0.356935817805383
TAS2R16	ENSG00000128519.3	ENSG00000128519	ENST00000249284.3	protein_coding	66	0	0	0	0	0	0	0	0	0.424242424242424	55	0	0	0	0.454545454545455
ATP6V1F	ENSG00000128524.5	ENSG00000128524	ENST00000249289.5	protein_coding	49	0	0	0	0	0	0	0	0	0.63265306122449	269	1	1	1	0.509293680297398
LSM8	ENSG00000128534.8	ENSG00000128534	ENST00000249299.7	protein_coding	60	0	0	0	0	0	0	0	0	0.65	12033	253	253	3	0.339566192969334
VGF	ENSG00000128564.7	ENSG00000128564	ENST00000249330.3	protein_coding	216	0	0	0	0	0	0	0	0	0.726851851851852	487	1	1	1	0.657084188911704
STRIP2	ENSG00000128578.10	ENSG00000128578	ENST00000249344.7	protein_coding	41	0	0	0	0	0	0	0	0	0.658536585365854	2570	50	50	3	0.374708171206226
DNAJB9	ENSG00000128590.5	ENSG00000128590	ENST00000249356.4	protein_coding	240	0	0	0	0	0	0	0	0	0.6875	1497	24	24	3	0.315965263861055
LRRC4	ENSG00000128594.8	ENSG00000128594	ENST00000249363.4	protein_coding	625	6	4	2	0	2	4	3	3	0.6752	1608	35	35	3	0.424751243781095
CALU	ENSG00000128595.17	ENSG00000128595	ENST00000249364.9	protein_coding	85	0	0	0	0	0	0	0	0	0.635294117647059	4233	75	73	3	0.388613276635956
SMO	ENSG00000128602.11	ENSG00000128602	ENST00000249373.8	protein_coding	519	3	3	0	0	0	0	0	3	0.736030828516378	1094	14	12	3	0.553930530164534
OPN1SW	ENSG00000128617.3	ENSG00000128617	ENST00000249389.3	protein_coding	13	1	0	1	1	0	1	1	0	0.307692307692308	55	0	0	0	0.327272727272727
SIRT2	ENSG00000068903.20	ENSG00000068903	ENST00000249396.12	protein_coding	97	0	0	0	0	0	0	0	0	0.649484536082474	595	3	2	2	0.583193277310924
MTX2	ENSG00000128654.14	ENSG00000128654	ENST00000249442.11	protein_coding	188	0	0	0	0	0	0	0	0	0.707446808510638	361	12	12	2	0.257617728531856
HOXD9	ENSG00000128709.13	ENSG00000128709	ENST00000249499.8	protein_coding	50	0	0	0	0	0	0	0	0	0.76	762	7	7	2	0.556430446194226
HOXD10	ENSG00000128710.6	ENSG00000128710	ENST00000249501.5	protein_coding	56	1	0	1	0	1	2	2	0	0.410714285714286	706	18	12	2	0.396600566572238
HOXD11	ENSG00000128713.14	ENSG00000128713	ENST00000249504.7	protein_coding	76	1	0	1	0	1	2	2	0	0.710526315789474	612	11	10	3	0.509803921568627
ARHGAP22	ENSG00000128805.15	ENSG00000128805	ENST00000249601.9	protein_coding	277	8	7	1	0	1	2	2	3	0.588447653429603	355	7	4	3	0.549295774647887
PIAS1	ENSG00000033800.14	ENSG00000033800	ENST00000249636.11	protein_coding	12	0	0	0	0	0	0	0	0	0.583333333333333	6012	108	106	3	0.387225548902196
SNAP23	ENSG00000092531.10	ENSG00000092531	ENST00000249647.8	protein_coding	94	0	0	0	0	0	0	0	0	0.648936170212766	1580	21	21	3	0.372784810126582
TMOD2	ENSG00000128872.10	ENSG00000128872	ENST00000249700.9	protein_coding	185	4	3	1	0	1	2	1	2	0.643243243243243	7909	157	157	3	0.385636616512834
DLL4	ENSG00000128917.8	ENSG00000128917	ENST00000249749.7	protein_coding	329	0	0	0	0	0	0	0	0	0.702127659574468	1039	14	11	3	0.541867179980751
ALDH1A2	ENSG00000128918.15	ENSG00000128918	ENST00000249750.9	protein_coding	61	0	0	0	0	0	0	0	0	0.819672131147541	1768	32	32	3	0.433257918552036
SERF2	ENSG00000140264.21	ENSG00000140264	ENST00000249786.9	protein_coding	57	0	0	0	0	0	0	0	0	0.666666666666667	2306	34	34	3	0.495229835212489
CLN6	ENSG00000128973.13	ENSG00000128973	ENST00000249806.11	protein_coding	144	0	0	0	0	0	0	0	0	0.770833333333333	1148	10	10	3	0.592334494773519
ARPP19	ENSG00000128989.11	ENSG00000128989	ENST00000249822.9	protein_coding	138	0	0	0	0	0	0	0	0	0.717391304347826	4889	85	84	3	0.354469216608713
ISLR	ENSG00000129009.13	ENSG00000129009	ENST00000249842.8	protein_coding	318	2	2	0	0	0	0	0	2	0.616352201257862	726	12	9	3	0.552341597796143
THAP10	ENSG00000129028.9	ENSG00000129028	ENST00000249861.9	protein_coding	161	0	0	0	0	0	0	0	0	0.683229813664596	1112	18	18	3	0.310251798561151
AMOTL2	ENSG00000114019.15	ENSG00000114019	ENST00000249883.10	protein_coding	167	0	0	0	0	0	0	0	0	0.688622754491018	2358	34	33	3	0.477099236641221
ACKR4	ENSG00000129048.7	ENSG00000129048	ENST00000249887.3	protein_coding	63	0	0	0	0	0	0	0	0	0.444444444444444	1194	23	18	3	0.298157453936348
MYOD1	ENSG00000129152.4	ENSG00000129152	ENST00000250003.4	protein_coding	212	0	0	0	0	0	0	0	0	0.660377358490566	628	8	7	3	0.585987261146497
E2F8	ENSG00000129173.13	ENSG00000129173	ENST00000250024.9	protein_coding	507	4	2	2	0	2	4	1	1	0.463510848126233	595	13	13	2	0.280672268907563
SOX15	ENSG00000129194.8	ENSG00000129194	ENST00000250055.3	protein_coding	418	1	1	0	0	0	0	0	2	0.583732057416268	200	2	0	0	0.49
CD68	ENSG00000129226.14	ENSG00000129226	ENST00000250092.11	protein_coding	40	0	0	0	0	0	0	0	0	0.625	600	9	6	3	0.523333333333333
TXNDC17	ENSG00000129235.11	ENSG00000129235	ENST00000250101.10	protein_coding	23	0	0	0	0	0	0	0	0	0.652173913043478	1522	30	29	3	0.396189224704336
ATP1B2	ENSG00000129244.9	ENSG00000129244	ENST00000250111.9	protein_coding	593	0	0	0	0	0	0	0	0	0.652613827993255	1875	25	24	3	0.5072
FXR2	ENSG00000129245.12	ENSG00000129245	ENST00000250113.12	protein_coding	365	0	0	0	0	0	0	0	0	0.808219178082192	600	6	5	3	0.568333333333333
MPDU1	ENSG00000129255.16	ENSG00000129255	ENST00000250124.11	protein_coding	11	0	0	0	0	0	0	0	0	0.363636363636364	661	8	8	3	0.534039334341906
CCN4	ENSG00000104415.14	ENSG00000104415	ENST00000250160.11	protein_coding	106	2	1	1	0	1	2	1	2	0.669811320754717	3980	78	75	3	0.405025125628141
QTRT1	ENSG00000213339.9	ENSG00000213339	ENST00000250237.10	protein_coding	22	0	0	0	0	0	0	0	0	0.590909090909091	95	0	0	0	0.463157894736842
AP1M2	ENSG00000129354.12	ENSG00000129354	ENST00000250244.11	protein_coding	81	0	0	0	0	0	0	0	0	0.716049382716049	395	5	4	3	0.551898734177215
ERI1	ENSG00000104626.15	ENSG00000104626	ENST00000250263.8	protein_coding	167	0	0	0	0	0	0	0	0	0.634730538922156	3304	67	67	3	0.353208232445521
CLEC11A	ENSG00000105472.13	ENSG00000105472	ENST00000250340.9	protein_coding	162	0	0	0	0	0	0	0	0	0.598765432098765	241	1	1	2	0.659751037344398
SIGLEC9	ENSG00000129450.9	ENSG00000129450	ENST00000250360.8	protein_coding	69	0	0	0	0	0	0	0	0	0.608695652173913	231	4	4	2	0.428571428571429
NFATC4	ENSG00000100968.14	ENSG00000100968	ENST00000250373.9	protein_coding	157	0	0	0	0	0	0	0	0	0.668789808917197	1896	23	23	3	0.535337552742616
CMA1	ENSG00000092009.10	ENSG00000092009	ENST00000250378.7	protein_coding	30	0	0	0	0	0	0	0	0	0.566666666666667	163	0	0	0	0.521472392638037
DHRS2	ENSG00000100867.15	ENSG00000100867	ENST00000250383.11	protein_coding	447	3	3	0	0	0	0	0	2	0.496644295302014	386	3	3	2	0.479274611398964
BCL2L2	ENSG00000129473.11	ENSG00000129473	ENST00000250405.10	protein_coding	158	1	1	0	0	0	0	0	2	0.70253164556962	2786	47	45	3	0.486719310839914
FOXA1	ENSG00000129514.8	ENSG00000129514	ENST00000250448.5	protein_coding	277	1	0	1	0	1	2	2	0	0.808664259927798	1813	36	34	3	0.334252619966906
EAPP	ENSG00000129518.9	ENSG00000129518	ENST00000250454.8	protein_coding	73	0	0	0	0	0	0	0	0	0.575342465753425	372	5	5	3	0.338709677419355
EGLN3	ENSG00000129521.15	ENSG00000129521	ENST00000250457.9	protein_coding	322	0	0	0	0	0	0	0	0	0.680124223602484	1664	28	28	3	0.377403846153846
PIP4P1	ENSG00000165782.11	ENSG00000165782	ENST00000250489.9	protein_coding	109	0	0	0	0	0	0	0	0	0.807339449541285	878	10	9	3	0.501138952164009
NEDD8	ENSG00000129559.13	ENSG00000129559	ENST00000250495.10	protein_coding	100	0	0	0	0	0	0	0	0	0.61	270	5	3	2	0.514814814814815
DAD1	ENSG00000129562.11	ENSG00000129562	ENST00000250498.9	protein_coding	67	0	0	0	0	0	0	0	0	0.626865671641791	275	6	5	3	0.381818181818182
CDO1	ENSG00000129596.5	ENSG00000129596	ENST00000250535.5	protein_coding	262	1	1	0	0	0	0	0	1	0.633587786259542	700	11	9	1	0.354285714285714
RAP1B	ENSG00000127314.18	ENSG00000127314	ENST00000250559.14	protein_coding	171	0	0	0	0	0	0	0	0	0.672514619883041	12652	244	242	3	0.372984508378122
ARHGEF6	ENSG00000129675.16	ENSG00000129675	ENST00000250617.7	protein_coding	50	0	0	0	0	0	0	0	0	0.56	2479	40	40	3	0.425978217022993
ART1	ENSG00000129744.3	ENSG00000129744	ENST00000250693.2	protein_coding	104	2	1	1	0	1	2	1	3	0.586538461538462	227	3	3	2	0.563876651982379
CHRNA10	ENSG00000129749.3	ENSG00000129749	ENST00000250699.2	protein_coding	72	0	0	0	0	0	0	0	0	0.625	520	2	2	2	0.519230769230769
RPS4Y1	ENSG00000129824.16	ENSG00000129824	ENST00000250784.13	protein_coding	23	0	0	0	0	0	0	0	0	0.608695652173913	374	7	7	3	0.387700534759358
VCY1B	ENSG00000129862.7	ENSG00000129862	ENST00000250823.5	protein_coding	63	0	0	0	0	0	0	0	0	0.619047619047619	99	4	2	1	0.484848484848485
VCY	ENSG00000129864.7	ENSG00000129864	ENST00000250825.5	protein_coding	33	0	0	0	0	0	0	0	0	0.636363636363636	99	4	2	1	0.484848484848485
CDY2A	ENSG00000182415.11	ENSG00000182415	ENST00000250838.6	protein_coding	328	4	4	0	0	0	0	0	2	0.496951219512195	6	0	0	0	0.333333333333333
MKNK2	ENSG00000099875.16	ENSG00000099875	ENST00000250896.9	protein_coding	245	0	0	0	0	0	0	0	0	0.844897959183674	2142	20	19	3	0.585901027077498
KLF16	ENSG00000129911.9	ENSG00000129911	ENST00000250916.6	protein_coding	82	0	0	0	0	0	0	0	0	0.853658536585366	2060	15	15	3	0.636893203883495
SALL1	ENSG00000103449.12	ENSG00000103449	ENST00000251020.9	protein_coding	29	1	0	1	0	1	2	1	0	0.551724137931035	1130	21	21	3	0.351327433628319
ZC3H14	ENSG00000100722.20	ENSG00000100722	ENST00000251038.10	protein_coding	97	0	0	0	0	0	0	0	0	0.742268041237113	15845	286	285	3	0.383401704007573
LMAN1	ENSG00000074695.6	ENSG00000074695	ENST00000251047.6	protein_coding	21	0	0	0	0	0	0	0	0	0.571428571428571	3270	74	74	3	0.330886850152905
ANGEL1	ENSG00000013523.11	ENSG00000013523	ENST00000251089.8	protein_coding	55	0	0	0	0	0	0	0	0	0.8	3219	46	46	3	0.495184840012426
CNGB1	ENSG00000070729.14	ENSG00000070729	ENST00000251102.13	protein_coding	77	0	0	0	0	0	0	0	0	0.597402597402597	1824	30	28	3	0.467105263157895
CDADC1	ENSG00000102543.14	ENSG00000102543	ENST00000251108.10	protein_coding	113	1	0	1	0	1	2	2	0	0.619469026548673	1728	28	27	3	0.373263888888889
NALCN	ENSG00000102452.18	ENSG00000102452	ENST00000251127.11	protein_coding	235	1	1	0	0	0	0	0	2	0.723404255319149	1519	37	37	3	0.339038841342989
CORO7	ENSG00000262246.6	ENSG00000262246	ENST00000251166.9	protein_coding	78	0	0	0	0	0	0	0	0	0.743589743589744	616	5	5	2	0.626623376623377
SEC14L5	ENSG00000103184.12	ENSG00000103184	ENST00000251170.12	protein_coding	167	0	0	0	0	0	0	0	0	0.682634730538922	4187	57	56	3	0.509195127776451
PBX4	ENSG00000105717.14	ENSG00000105717	ENST00000251203.14	protein_coding	58	0	0	0	0	0	0	0	0	0.741379310344828	312	7	7	3	0.506410256410256
DHX40	ENSG00000108406.10	ENSG00000108406	ENST00000251241.9	protein_coding	62	0	0	0	0	0	0	0	0	0.645161290322581	1173	18	18	3	0.352941176470588
MEGF8	ENSG00000105429.13	ENSG00000105429	ENST00000251268.11	protein_coding	609	7	7	0	0	0	0	0	2	0.64696223316913	1990	41	38	3	0.541206030150754
HCN2	ENSG00000099822.3	ENSG00000099822	ENST00000251287.3	protein_coding	65	0	0	0	0	0	0	0	0	0.892307692307692	685	3	2	2	0.738686131386861
IGSF21	ENSG00000117154.12	ENSG00000117154	ENST00000251296.4	protein_coding	331	2	1	1	0	1	2	2	3	0.797583081570997	157	0	0	0	0.445859872611465
SLX1A	ENSG00000132207.18	ENSG00000132207	ENST00000251303.11	protein_coding	210	0	0	0	0	0	0	0	0	0.657142857142857	95	0	0	0	0.473684210526316
INTS2	ENSG00000108506.13	ENSG00000108506	ENST00000251334.7	protein_coding	347	2	2	0	0	0	0	0	2	0.579250720461095	2190	46	45	3	0.337899543378995
CERS4	ENSG00000090661.12	ENSG00000090661	ENST00000251363.10	protein_coding	283	0	0	0	0	0	0	0	0	0.671378091872792	312	3	0	0	0.644230769230769
LILRA1	ENSG00000104974.12	ENSG00000104974	ENST00000251372.8	protein_coding	198	4	3	1	1	0	1	2	3	0.595959595959596	1564	24	24	3	0.442455242966752
TUBG2	ENSG00000037042.9	ENSG00000037042	ENST00000251412.8	protein_coding	220	2	2	0	0	0	0	0	2	0.695454545454545	206	5	5	2	0.490291262135922
TUBG1	ENSG00000131462.9	ENSG00000131462	ENST00000251413.8	protein_coding	55	0	0	0	0	0	0	0	0	0.8	197	2	1	2	0.482233502538071
RPS16	ENSG00000105193.9	ENSG00000105193	ENST00000251453.8	protein_coding	54	0	0	0	0	0	0	0	0	0.685185185185185	136	2	0	0	0.375
MAST1	ENSG00000105613.10	ENSG00000105613	ENST00000251472.9	protein_coding	58	1	0	1	0	1	2	2	0	0.827586206896552	82	1	1	1	0.536585365853659
SULT1C2	ENSG00000198203.10	ENSG00000198203	ENST00000251481.11	protein_coding	197	0	0	0	0	0	0	0	0	0.548223350253807	1451	31	31	3	0.394900068917988
NCAPG	ENSG00000109805.10	ENSG00000109805	ENST00000251496.7	protein_coding	99	0	0	0	0	0	0	0	0	0.676767676767677	1440	30	28	3	0.352777777777778
ALOX12	ENSG00000108839.12	ENSG00000108839	ENST00000251535.11	protein_coding	69	0	0	0	0	0	0	0	0	0.768115942028986	331	8	6	3	0.438066465256798
FBXO44	ENSG00000132879.14	ENSG00000132879	ENST00000251547.10	protein_coding	106	0	0	0	0	0	0	0	0	0.69811320754717	2054	35	35	3	0.560856864654333
UGT2A3	ENSG00000135220.11	ENSG00000135220	ENST00000251566.9	protein_coding	44	0	0	0	0	0	0	0	0	0.454545454545455	1350	35	34	3	0.279259259259259
ADAMTS2	ENSG00000087116.16	ENSG00000087116	ENST00000251582.12	protein_coding	133	1	0	1	0	1	2	1	0	0.789473684210526	3014	59	58	3	0.498009289980093
CIAO3	ENSG00000103245.14	ENSG00000103245	ENST00000251588.7	protein_coding	12	0	0	0	0	0	0	0	0	0.75	652	2	2	1	0.647239263803681
HBA2	ENSG00000188536.13	ENSG00000188536	ENST00000251595.11	protein_coding	37	0	0	0	0	0	0	0	0	0.567567567567568	110	0	0	0	0.654545454545455
TRNT1	ENSG00000072756.17	ENSG00000072756	ENST00000251607.11	protein_coding	78	1	1	0	0	0	0	0	1	0.705128205128205	869	23	22	3	0.319907940161105
PDGFRL	ENSG00000104213.13	ENSG00000104213	ENST00000251630.11	protein_coding	37	0	0	0	0	0	0	0	0	0.756756756756757	343	7	7	2	0.364431486880466
DHX29	ENSG00000067248.10	ENSG00000067248	ENST00000251636.10	protein_coding	121	1	1	0	0	0	0	0	2	0.669421487603306	433	15	14	3	0.327944572748268
DHX58	ENSG00000108771.13	ENSG00000108771	ENST00000251642.8	protein_coding	204	0	0	0	0	0	0	0	0	0.612745098039216	350	5	3	3	0.52
KRT12	ENSG00000187242.6	ENSG00000187242	ENST00000251643.5	protein_coding	37	0	0	0	0	0	0	0	0	0.621621621621622	358	5	3	2	0.32122905027933
KRT31	ENSG00000094796.5	ENSG00000094796	ENST00000251645.3	protein_coding	69	0	0	0	0	0	0	0	0	0.565217391304348	295	5	5	2	0.532203389830509
KRT33B	ENSG00000131738.11	ENSG00000131738	ENST00000251646.8	protein_coding	63	0	0	0	0	0	0	0	0	0.523809523809524	338	4	3	3	0.523668639053255
PCCB	ENSG00000114054.14	ENSG00000114054	ENST00000251654.9	protein_coding	36	0	0	0	0	0	0	0	0	0.694444444444445	143	1	1	2	0.342657342657343
ARFGEF3	ENSG00000112379.9	ENSG00000112379	ENST00000251691.5	protein_coding	148	1	1	0	0	0	0	0	3	0.790540540540541	8177	132	132	3	0.373364314540785
SNX4	ENSG00000114520.11	ENSG00000114520	ENST00000251775.9	protein_coding	30	0	0	0	0	0	0	0	0	0.733333333333333	1129	27	26	3	0.305580159433127
RRM2B	ENSG00000048392.12	ENSG00000048392	ENST00000251810.8	protein_coding	87	0	0	0	0	0	0	0	0	0.666666666666667	3631	69	68	3	0.324703938309006
RHOBTB2	ENSG00000008853.17	ENSG00000008853	ENST00000251822.7	protein_coding	568	5	4	1	0	1	2	2	2	0.665492957746479	2730	25	25	3	0.578754578754579
MED17	ENSG00000042429.12	ENSG00000042429	ENST00000251871.9	protein_coding	232	0	0	0	0	0	0	0	0	0.620689655172414	2899	57	56	3	0.38909968954812
SCML2	ENSG00000102098.19	ENSG00000102098	ENST00000251900.9	protein_coding	121	1	1	0	0	0	0	0	3	0.578512396694215	1938	42	42	3	0.334365325077399
TSG101	ENSG00000074319.13	ENSG00000074319	ENST00000251968.4	protein_coding	126	0	0	0	0	0	0	0	0	0.682539682539683	235	2	1	1	0.319148936170213
CARD10	ENSG00000100065.15	ENSG00000100065	ENST00000251973.10	protein_coding	215	0	0	0	0	0	0	0	0	0.781395348837209	797	16	11	3	0.59723964868256
DHX35	ENSG00000101452.15	ENSG00000101452	ENST00000252011.8	protein_coding	24	0	0	0	0	0	0	0	0	0.541666666666667	1178	22	21	2	0.49830220713073
TRPC4AP	ENSG00000100991.12	ENSG00000100991	ENST00000252015.3	protein_coding	26	0	0	0	0	0	0	0	0	0.576923076923077	742	9	8	3	0.586253369272237
TYMP	ENSG00000025708.14	ENSG00000025708	ENST00000252029.8	protein_coding	119	0	0	0	0	0	0	0	0	0.739495798319328	18	0	0	0	0.555555555555556
C20orf194	ENSG00000088854.13	ENSG00000088854	ENST00000252032.10	protein_coding	112	0	0	0	0	0	0	0	0	0.785714285714286	3266	40	39	3	0.488364972443356
ELN	ENSG00000049540.18	ENSG00000049540	ENST00000252034.12	protein_coding	15	0	0	0	0	0	0	0	0	0.6	1207	10	10	3	0.549295774647887
FKBP6	ENSG00000077800.13	ENSG00000077800	ENST00000252037.5	protein_coding	268	4	3	1	0	1	2	2	3	0.652985074626866	447	5	5	2	0.483221476510067
CUL9	ENSG00000112659.14	ENSG00000112659	ENST00000252050.9	protein_coding	63	0	0	0	0	0	0	0	0	0.793650793650794	142	1	1	1	0.591549295774648
PCDHGA12	ENSG00000253159.3	ENSG00000253159	ENST00000252085.4	protein_coding	253	3	3	0	0	0	0	0	2	0.49802371541502	1802	23	22	3	0.554938956714761
PCDHGC5	ENSG00000240764.4	ENSG00000240764	ENST00000252087.3	protein_coding	160	0	0	0	0	0	0	0	0	0.51875	1802	23	22	3	0.554938956714761
NDUFA2	ENSG00000131495.9	ENSG00000131495	ENST00000252102.9	protein_coding	47	0	0	0	0	0	0	0	0	0.48936170212766	302	3	3	2	0.456953642384106
UBE4A	ENSG00000110344.10	ENSG00000110344	ENST00000252108.8	protein_coding	116	1	1	0	0	0	0	0	2	0.568965517241379	2771	57	56	3	0.357271743053049
POLDIP3	ENSG00000100227.18	ENSG00000100227	ENST00000252115.10	protein_coding	26	0	0	0	0	0	0	0	0	0.653846153846154	2070	25	25	3	0.542995169082126
TRMT2A	ENSG00000099899.15	ENSG00000099899	ENST00000252136.12	protein_coding	320	1	1	0	0	0	0	0	2	0.725	688	7	4	3	0.600290697674419
ESS2	ENSG00000100056.12	ENSG00000100056	ENST00000252137.11	protein_coding	11	0	0	0	0	0	0	0	0	0.636363636363636	3917	47	47	3	0.570845034465152
