obs.AAA,obs.AAT,obs.AAC,obs.AAG,obs.ATA,obs.ATT,obs.ATC,obs.ATG,obs.ACA,obs.ACT,obs.ACC,obs.ACG,obs.AGA,obs.AGT,obs.AGC,obs.AGG,obs.TAA,obs.TAT,obs.TAC,obs.TAG,obs.TTA,obs.TTT,obs.TTC,obs.TTG,obs.TCA,obs.TCT,obs.TCC,obs.TCG,obs.TGA,obs.TGT,obs.TGC,obs.TGG,obs.CAA,obs.CAT,obs.CAC,obs.CAG,obs.CTA,obs.CTT,obs.CTC,obs.CTG,obs.CCA,obs.CCT,obs.CCC,obs.CCG,obs.CGA,obs.CGT,obs.CGC,obs.CGG,obs.GAA,obs.GAT,obs.GAC,obs.GAG,obs.GTA,obs.GTT,obs.GTC,obs.GTG,obs.GCA,obs.GCT,obs.GCC,obs.GCG,obs.GGA,obs.GGT,obs.GGC,obs.GGG,ensgid_version,enstid_version
1,1,0,3,1,1,0,3,0,3,1,0,2,1,3,2,1,0,0,1,0,2,3,3,1,2,1,1,4,2,4,4,1,0,1,1,0,3,1,4,2,0,1,2,0,0,2,4,2,4,2,3,1,2,1,4,0,3,3,3,5,5,0,1,ENSG00000003393.16,ENST00000264276.11
0,0,1,0,0,2,0,0,2,2,1,1,0,3,4,6,0,0,2,4,1,6,4,5,1,4,1,1,5,3,4,2,0,1,1,5,3,4,2,4,1,4,3,5,1,4,5,6,1,1,3,4,2,4,1,5,3,2,8,9,3,2,9,2,ENSG00000055044.11,ENST00000264279.10
1,0,0,0,0,0,1,1,0,2,3,0,0,2,1,1,0,0,2,0,0,2,5,4,0,6,7,5,2,3,7,2,0,0,2,1,1,7,6,9,1,12,9,2,1,1,3,4,1,2,1,3,1,2,5,0,2,4,5,2,3,2,2,2,ENSG00000109180.15,ENST00000264312.12
0,1,1,0,1,0,1,2,0,0,2,1,3,2,5,3,0,1,0,1,0,3,3,1,0,2,5,3,2,1,3,6,0,0,0,3,2,3,4,6,1,7,4,6,4,1,5,18,1,1,2,8,0,1,3,3,2,5,7,18,4,3,19,6,ENSG00000109171.15,ENST00000264313.11
1,0,1,4,0,0,0,1,0,2,1,0,6,2,1,1,0,0,1,1,0,1,0,3,0,0,1,0,3,4,1,0,0,0,1,2,1,0,1,2,0,0,1,2,0,0,2,0,5,1,1,2,1,3,0,3,3,2,0,0,0,0,1,1,ENSG00000074966.11,ENST00000264316.9
2,0,2,2,0,0,1,2,2,0,2,3,1,3,4,2,0,1,0,0,0,0,0,2,1,3,1,2,5,3,4,3,1,2,4,2,0,1,5,6,1,5,3,2,2,1,8,4,4,0,0,6,1,1,0,3,5,5,5,6,2,0,7,4,ENSG00000109158.11,ENST00000264318.4
1,1,1,6,0,1,2,2,2,4,3,7,3,5,14,15,1,2,1,2,2,4,4,3,4,6,9,15,6,9,10,9,3,0,4,10,4,5,21,12,2,15,10,22,11,4,27,44,4,2,10,19,0,3,6,15,9,18,27,41,15,7,46,17,ENSG00000077097.16,ENST00000264331.9
0,0,0,0,0,2,2,0,1,1,1,1,4,1,2,2,0,1,0,0,0,1,1,2,0,0,3,2,2,0,4,0,0,2,1,1,1,1,0,4,2,1,2,7,1,1,7,4,0,1,3,7,0,0,2,0,1,4,6,4,5,0,2,0,ENSG00000108953.17,ENST00000264335.13
4,5,2,4,2,4,1,4,1,2,2,1,5,3,5,1,2,3,1,2,4,7,10,4,4,6,6,3,2,5,4,5,2,3,2,6,1,9,4,6,5,5,0,0,0,2,2,1,6,0,1,3,1,5,4,2,3,7,2,1,3,2,2,3,ENSG00000138640.15,ENST00000264344.10
0,1,0,1,0,0,1,0,1,0,2,1,1,0,5,2,0,0,0,0,0,0,1,0,0,0,1,2,0,1,0,0,0,0,0,5,0,0,0,1,1,1,0,2,2,1,2,5,2,0,3,2,0,1,1,0,3,0,1,5,4,0,2,3,ENSG00000138642.16,ENST00000264346.12
1,0,1,1,0,0,0,0,0,0,2,3,0,3,5,3,0,0,0,1,0,0,3,0,1,4,4,1,2,0,3,4,2,0,1,6,0,0,5,8,2,4,4,4,1,1,9,3,0,0,3,2,1,3,1,1,6,6,4,6,2,2,6,4,ENSG00000138646.9,ENST00000264350.8
29,12,9,33,5,21,6,8,17,10,4,5,32,6,17,23,12,9,5,4,17,24,17,14,7,14,21,5,14,10,11,13,11,8,7,21,4,19,19,16,12,20,5,5,3,5,5,7,31,10,15,21,5,8,5,10,11,14,12,5,27,7,9,9,ENSG00000138650.9,ENST00000264360.7
12,9,11,7,9,18,5,8,9,9,2,3,8,6,6,3,7,12,4,5,10,6,13,11,9,12,7,0,9,3,9,9,9,10,4,5,8,11,11,7,4,7,2,0,2,1,0,1,12,8,4,5,2,5,0,4,6,8,2,1,10,1,2,3,ENSG00000138653.10,ENST00000264363.7
0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,2,5,0,0,2,0,4,0,2,4,0,1,5,0,0,0,0,0,0,0,0,1,1,2,6,2,0,0,0,0,ENSG00000118231.5,ENST00000264376.5
1,0,0,3,0,0,1,2,1,1,3,1,0,4,15,7,0,1,0,3,0,0,0,1,1,2,5,2,3,0,5,4,1,1,2,5,3,0,6,6,4,4,18,27,6,3,19,18,2,0,3,15,1,1,2,3,4,9,27,18,11,0,18,7,ENSG00000114948.13,ENST00000264377.8
0,0,2,3,0,0,1,2,0,2,3,0,2,0,7,4,1,0,0,0,0,0,3,1,2,1,3,2,4,1,1,1,2,3,1,4,0,3,2,4,2,2,1,11,1,2,8,8,2,0,2,6,1,1,1,0,6,5,9,5,3,0,10,6,ENSG00000115020.17,ENST00000264380.9
2,3,1,1,0,4,4,1,2,2,0,0,1,3,3,1,0,1,2,0,2,5,2,4,2,1,4,1,1,1,6,1,3,4,1,5,0,3,1,3,2,2,1,1,1,0,0,1,3,1,0,2,1,1,1,1,7,2,1,0,2,0,1,0,ENSG00000114200.10,ENST00000264381.8
2,1,2,2,2,2,1,1,3,0,0,0,1,1,2,1,1,3,1,1,2,1,0,1,0,1,1,0,1,0,0,2,3,1,0,2,1,1,0,1,1,1,0,0,0,0,0,0,2,0,0,1,1,0,1,0,2,1,1,0,0,1,2,0,ENSG00000090402.8,ENST00000264382.8
1,0,0,0,0,0,1,0,0,0,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,0,0,0,3,2,0,1,2,0,0,2,0,1,0,0,3,0,0,0,0,1,3,2,0,1,0,1,1,ENSG00000138663.9,ENST00000264389.7
1,0,1,2,0,0,1,0,2,1,7,6,2,1,10,6,1,0,1,1,1,0,0,0,1,1,3,1,6,2,5,6,2,1,7,6,1,0,3,15,2,4,8,18,3,3,17,14,1,0,6,9,1,1,2,3,12,13,14,15,6,2,18,7,ENSG00000138669.10,ENST00000264399.6
2,0,2,2,1,2,0,0,2,2,2,1,2,2,2,4,1,1,0,2,2,5,4,3,1,2,3,2,0,3,1,3,1,1,2,3,0,4,2,3,0,3,3,4,2,0,5,3,2,1,3,3,1,3,2,1,4,2,2,3,5,2,3,2,ENSG00000138670.19,ENST00000264400.7
4,3,2,5,1,2,3,0,2,5,9,1,5,8,10,14,2,1,2,0,2,2,8,2,3,7,15,8,5,4,15,10,2,1,6,16,1,6,18,18,11,13,12,19,4,2,21,17,6,1,7,15,1,4,3,12,9,19,19,18,15,9,17,14,ENSG00000138678.11,ENST00000264409.5
2,1,0,2,1,0,2,2,1,0,3,4,2,3,15,6,2,0,0,1,1,1,1,1,0,0,3,8,4,3,5,0,0,2,2,9,1,1,1,6,8,7,11,33,6,5,35,11,1,2,7,14,0,2,7,3,4,2,42,12,11,1,5,6,ENSG00000036257.14,ENST00000264414.9
0,0,0,0,0,0,0,1,1,0,1,0,1,0,2,0,0,0,1,1,0,0,1,1,0,2,5,2,0,1,8,2,0,0,1,2,0,1,7,7,1,6,5,7,1,2,3,5,0,1,1,0,2,1,1,2,1,7,8,2,0,3,4,2,ENSG00000061918.14,ENST00000264424.13
10,5,2,5,3,6,2,3,4,5,3,0,5,3,10,13,2,2,1,2,1,3,7,5,4,7,5,0,3,4,9,7,2,3,4,15,3,6,5,8,6,3,0,3,1,0,2,3,8,3,5,9,1,1,2,6,10,7,4,3,16,4,3,9,ENSG00000120251.21,ENST00000264426.14
1,1,0,1,0,2,3,0,0,1,2,2,0,1,6,2,0,0,0,1,1,1,3,1,3,3,2,4,1,1,3,4,2,0,4,4,0,2,5,6,3,4,5,6,4,1,8,8,1,4,1,2,0,1,1,2,4,5,9,7,3,1,10,5,ENSG00000109738.11,ENST00000264428.9
0,0,0,1,1,0,0,2,0,1,2,1,1,3,6,1,0,1,1,0,1,0,0,0,2,0,2,1,2,0,2,2,1,2,2,4,0,0,3,4,2,0,6,18,3,0,14,14,0,1,1,5,0,1,2,0,5,6,16,13,1,0,16,1,ENSG00000052795.13,ENST00000264433.11
6,5,4,10,1,8,6,5,6,5,3,0,11,5,4,8,4,4,4,3,10,8,4,9,7,6,2,1,5,5,5,9,3,6,5,10,2,7,3,7,4,4,1,2,1,2,1,2,13,5,1,5,2,8,3,3,7,4,5,3,6,4,9,5,ENSG00000115998.8,ENST00000264434.7
6,4,9,4,3,5,2,5,3,4,11,3,8,6,16,9,5,0,0,5,3,7,4,6,3,3,7,2,7,5,10,12,5,4,6,16,3,4,6,14,11,8,13,12,5,2,9,10,8,7,6,13,1,4,3,10,14,11,13,9,15,4,12,12,ENSG00000075340.23,ENST00000264436.9
0,0,0,0,1,0,0,0,3,2,0,0,1,1,9,1,0,0,0,1,0,0,1,3,3,3,11,2,0,3,5,6,0,1,5,9,0,1,12,5,6,4,8,7,2,3,1,13,0,0,0,3,0,3,6,7,3,9,6,10,0,8,12,7,ENSG00000059728.11,ENST00000264444.7
5,5,4,1,3,6,3,3,2,7,5,0,3,3,6,4,3,3,1,5,6,7,8,11,6,4,3,4,5,5,6,8,2,4,7,6,1,12,4,7,5,5,2,1,1,3,3,4,5,3,2,4,2,7,2,4,6,8,3,5,5,3,9,5,ENSG00000075292.19,ENST00000264447.9
0,0,0,2,0,0,1,2,0,0,2,0,1,4,2,4,0,1,1,1,0,0,1,2,1,2,2,2,1,4,1,4,0,1,1,5,1,1,1,2,4,1,1,2,2,0,2,6,2,1,0,3,2,2,4,4,2,2,3,5,2,4,8,1,ENSG00000014824.14,ENST00000264451.12
0,0,0,2,0,1,0,1,0,2,2,1,1,0,2,5,1,0,1,1,0,0,2,2,1,1,4,1,3,2,3,4,0,1,0,1,2,3,3,6,0,6,2,8,4,1,3,7,1,1,4,4,1,0,3,3,1,4,8,5,2,4,10,4,ENSG00000093183.14,ENST00000264454.8
17,9,15,12,5,6,7,6,11,7,6,0,14,11,12,3,7,3,1,5,5,14,14,9,6,7,12,4,15,5,6,8,9,6,6,14,3,15,7,11,11,8,6,3,2,2,3,1,20,6,3,9,3,7,3,7,6,12,4,1,7,3,2,5,ENSG00000040731.10,ENST00000264463.8
1,1,0,2,0,0,2,0,0,1,0,0,1,0,4,0,0,0,0,0,0,1,1,1,1,0,3,0,0,1,0,1,3,1,0,3,0,1,0,1,3,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,3,0,1,0,0,1,0,0,ENSG00000121552.4,ENST00000264474.4
1,0,1,2,0,0,0,0,1,2,1,1,1,2,5,3,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,5,1,0,1,7,0,1,1,2,4,0,2,5,2,0,6,13,2,0,2,3,0,0,0,4,5,2,7,14,4,2,16,1,ENSG00000080493.18,ENST00000264485.11
0,0,0,1,0,0,0,0,0,1,1,0,0,1,5,4,0,0,0,4,1,1,2,2,1,3,4,2,2,5,3,3,0,1,0,3,1,4,3,10,1,9,5,4,1,1,6,5,1,0,2,2,2,1,5,1,2,5,8,5,2,2,8,5,ENSG00000138686.10,ENST00000264499.9
0,0,0,3,0,0,0,0,1,1,2,1,3,3,2,2,0,0,0,1,1,0,1,3,0,1,2,1,2,2,2,0,1,0,3,3,0,2,1,2,4,0,0,5,0,1,3,6,2,0,2,3,0,3,3,1,2,2,5,3,2,1,4,2,ENSG00000117222.14,ENST00000264515.11
0,0,1,0,0,0,0,0,0,2,1,1,1,0,1,3,1,0,1,1,1,0,1,0,0,3,1,1,1,3,1,6,0,0,1,2,0,1,1,9,1,2,1,3,0,2,2,4,0,0,1,2,2,1,3,2,2,4,4,3,1,3,9,2,ENSG00000114446.5,ENST00000264538.4
0,0,1,2,0,0,0,0,0,0,3,3,1,2,6,4,0,0,1,0,0,0,0,2,1,2,1,1,0,1,3,2,0,0,1,8,1,0,2,2,1,1,5,14,1,1,8,18,3,0,3,3,0,2,2,2,7,3,12,9,7,2,16,11,ENSG00000108106.14,ENST00000264552.14
0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,ENSG00000197540.8,ENST00000264553.6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,3,0,1,2,5,0,0,0,0,0,0,2,0,1,1,2,3,0,1,4,2,ENSG00000129946.11,ENST00000264554.11
0,1,0,1,0,0,0,1,0,2,0,2,2,0,8,3,0,0,0,1,0,1,2,0,1,1,2,4,1,1,3,0,1,0,2,3,1,1,3,2,0,1,0,3,5,1,4,14,1,0,2,8,0,1,2,2,5,4,2,15,3,3,11,3,ENSG00000070047.13,ENST00000264555.10
1,0,1,2,0,0,0,1,2,1,2,0,0,0,2,5,1,0,0,0,1,0,0,0,1,0,4,1,1,1,6,3,0,1,1,5,0,0,6,9,2,9,12,4,0,0,2,6,2,0,2,0,0,1,0,1,2,5,9,3,4,1,9,6,ENSG00000095752.7,ENST00000264563.7
0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3,1,1,2,0,4,0,1,1,3,0,0,0,1,0,2,2,3,0,0,0,1,1,0,2,3,0,1,1,0,0,1,2,1,0,3,1,2,1,3,2,1,ENSG00000038002.9,ENST00000264595.7
0,1,0,0,0,1,1,0,3,0,1,0,1,3,2,1,0,1,0,0,0,0,1,2,1,1,0,1,1,0,4,1,1,0,4,5,0,0,1,1,3,1,2,2,0,1,1,3,0,0,0,1,1,2,0,3,3,0,5,3,0,2,3,1,ENSG00000109674.4,ENST00000264596.4
3,0,4,4,0,2,0,1,3,1,6,1,7,3,4,9,0,0,0,2,0,1,4,4,1,6,9,0,6,5,7,11,3,2,0,6,0,5,8,19,3,14,3,2,1,0,2,3,5,1,7,11,2,1,4,5,4,11,4,3,10,4,8,7,ENSG00000124839.13,ENST00000264601.8
0,0,1,2,0,1,1,0,1,1,4,2,4,1,5,4,1,1,0,0,1,1,2,3,0,2,5,2,5,1,8,2,1,1,0,6,1,4,3,10,6,10,12,8,1,2,9,4,1,0,7,3,0,1,3,2,1,5,15,5,4,3,3,2,ENSG00000115648.14,ENST00000264605.8
0,0,0,3,0,1,1,0,0,0,1,1,0,2,2,4,0,0,0,0,0,0,2,1,1,1,1,3,1,0,4,1,0,2,0,1,0,1,1,2,1,2,6,8,3,2,9,9,3,0,2,3,0,1,3,3,1,1,9,11,4,3,7,4,ENSG00000065802.12,ENST00000264607.9
1,0,0,2,0,1,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,1,3,0,2,2,1,0,0,0,0,0,1,1,0,1,0,2,2,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,ENSG00000047457.14,ENST00000264613.11
0,0,3,0,0,2,1,0,1,4,4,1,0,4,3,4,1,0,0,1,1,0,5,3,2,1,15,9,1,0,11,2,1,2,1,8,1,4,17,9,7,13,18,16,2,2,20,13,0,1,6,2,0,3,4,2,2,13,17,13,6,3,10,4,ENSG00000114251.15,ENST00000264634.9
6,0,4,9,1,0,0,0,3,1,5,0,20,0,10,21,1,0,0,2,0,0,1,2,2,1,0,1,1,0,4,5,2,0,1,9,1,2,1,5,6,2,4,5,2,3,2,6,10,1,4,30,1,1,2,4,1,5,8,6,22,5,5,11,ENSG00000108797.12,ENST00000264638.9
0,0,1,2,0,0,2,0,0,1,1,2,1,0,2,6,1,1,0,1,1,1,0,1,1,1,4,5,1,1,6,1,0,1,0,3,2,0,6,2,1,2,7,9,3,4,4,9,2,0,3,2,0,2,3,5,2,6,7,5,2,6,8,4,ENSG00000108344.15,ENST00000264639.9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,ENSG00000108349.17,ENST00000264645.12
0,0,0,1,0,1,1,1,2,1,1,0,0,0,2,1,0,1,0,0,0,1,2,1,3,2,1,2,0,1,1,1,1,2,3,1,1,1,3,1,0,3,0,0,0,1,1,0,0,0,1,1,0,1,1,0,2,1,1,0,2,0,0,0,ENSG00000167916.5,ENST00000264651.3
1,0,3,1,0,1,1,0,4,0,3,1,2,1,5,4,0,0,0,1,1,1,1,2,0,3,3,6,2,1,1,3,2,0,2,5,0,2,6,5,1,8,8,8,1,1,5,9,2,2,2,5,0,1,3,0,5,3,11,2,7,0,9,3,ENSG00000168610.16,ENST00000264657.10
0,0,1,0,0,0,0,0,0,2,2,2,2,2,7,3,0,0,0,2,0,0,1,2,1,2,9,2,0,3,2,3,0,0,4,3,2,1,5,3,2,4,13,20,4,4,10,13,1,0,1,8,0,2,9,3,4,2,16,7,5,5,10,4,ENSG00000108306.13,ENST00000264658.11
2,0,2,2,0,0,0,1,1,0,2,3,3,1,10,7,1,0,1,0,0,0,1,1,0,0,3,1,3,0,0,1,0,1,1,8,1,1,3,2,2,3,7,10,4,0,8,10,3,0,2,10,1,1,0,0,7,4,10,10,5,1,12,6,ENSG00000089558.9,ENST00000264661.4
13,2,14,17,4,5,7,5,12,10,21,3,22,10,14,19,5,5,6,4,5,11,16,7,8,8,20,5,6,7,11,12,15,8,17,23,4,15,13,14,30,14,8,11,7,4,7,9,13,7,10,22,6,8,5,10,13,14,14,9,15,8,17,14,ENSG00000070193.5,ENST00000264664.5
3,6,2,0,2,6,3,5,1,1,3,2,2,3,1,1,4,2,1,2,5,7,3,5,5,2,1,1,4,5,1,2,3,4,1,2,0,1,2,1,3,0,3,3,3,1,4,2,1,4,2,3,2,6,1,2,1,1,2,3,1,1,2,1,ENSG00000124279.12,ENST00000264669.10
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,0,1,2,0,0,2,0,0,0,0,4,3,0,0,0,0,1,0,0,3,0,0,0,3,0,4,2,3,0,0,0,1,1,2,0,4,0,2,3,5,0,1,6,3,ENSG00000037474.15,ENST00000264670.11
0,0,1,0,0,0,0,0,1,2,2,1,0,0,1,2,0,0,0,0,0,1,1,1,3,0,0,1,1,1,1,2,0,0,4,3,0,2,0,1,2,1,4,6,0,4,4,4,1,0,1,0,0,0,3,3,1,0,7,4,2,1,5,3,ENSG00000109775.11,ENST00000264689.11
0,1,1,5,0,3,0,0,3,1,2,0,4,2,2,0,1,0,0,1,2,2,2,2,3,0,1,0,2,1,1,0,3,2,2,2,0,1,2,0,2,1,0,1,0,1,0,0,3,0,3,1,0,2,0,3,1,1,1,0,0,0,0,0,ENSG00000164344.16,ENST00000264690.11
0,0,2,2,0,0,1,3,2,2,8,2,3,1,8,8,0,0,0,1,0,0,0,0,2,2,8,4,1,1,4,7,3,1,5,9,0,0,9,9,4,6,17,27,6,3,19,15,1,3,7,8,1,0,5,1,10,9,21,14,9,2,19,13,ENSG00000115226.10,ENST00000264703.4
0,0,0,1,0,0,0,0,0,2,1,3,0,4,4,1,0,0,2,1,1,1,5,1,1,4,10,1,1,0,5,3,1,0,2,3,1,4,9,5,4,5,6,12,2,5,10,2,0,0,2,3,1,3,3,3,1,7,11,5,2,1,3,0,ENSG00000084774.14,ENST00000264705.9
2,0,3,3,0,1,1,1,0,6,3,8,9,4,11,14,1,1,0,4,1,4,8,4,3,4,16,14,6,5,5,9,1,1,6,5,2,8,17,13,3,14,15,26,10,8,21,19,4,1,8,22,3,4,11,7,7,16,25,11,14,7,21,17,ENSG00000084733.11,ENST00000264710.5
0,0,0,2,0,0,0,0,1,0,1,0,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,2,2,0,0,2,1,0,1,4,0,0,0,2,1,0,2,2,0,2,3,2,ENSG00000115137.12,ENST00000264711.7
0,3,0,6,1,6,5,5,1,3,9,4,8,1,20,20,1,2,1,4,2,4,6,5,4,8,15,4,5,2,14,10,2,6,7,22,5,3,18,17,13,13,20,16,5,2,11,22,7,6,9,16,0,4,2,4,19,19,18,17,21,4,27,14,ENSG00000084731.15,ENST00000264712.8
8,4,8,12,0,4,5,0,5,5,5,10,18,7,24,19,4,2,1,4,3,12,9,4,3,12,23,12,6,7,4,10,3,1,5,17,5,8,22,15,11,15,17,30,17,3,35,42,17,3,11,33,3,4,12,8,7,20,28,43,25,9,37,38,ENSG00000075426.12,ENST00000264716.9
0,0,1,1,0,1,1,0,2,0,1,0,2,1,1,4,0,1,0,0,0,1,0,2,0,0,1,0,2,3,0,2,0,0,1,4,0,0,0,1,2,0,0,0,0,1,0,0,2,0,2,3,1,1,0,4,1,1,0,1,3,1,2,2,ENSG00000084734.9,ENST00000264717.7
0,0,1,0,0,0,1,1,2,0,2,1,1,0,5,4,0,0,0,0,0,0,0,0,0,0,1,3,1,0,2,1,0,2,0,5,0,0,2,2,2,1,1,8,2,1,9,21,1,0,4,4,0,0,1,1,3,3,8,21,5,1,20,7,ENSG00000114646.10,ENST00000264723.9
1,1,0,2,8,4,2,2,2,0,1,0,1,1,2,2,1,9,1,2,3,4,2,5,1,3,2,1,4,3,1,0,1,1,1,2,3,2,2,1,0,2,2,2,0,2,0,1,1,2,2,0,2,4,1,1,1,2,1,0,1,1,1,0,ENSG00000073282.14,ENST00000264731.8
3,0,2,5,0,3,1,2,4,4,4,0,6,3,1,3,2,1,2,0,2,1,2,3,2,2,1,0,3,2,7,3,2,3,6,7,0,3,1,7,8,2,2,1,0,1,1,0,3,1,4,1,3,1,1,3,3,3,6,1,0,2,4,4,ENSG00000113946.4,ENST00000264734.3
0,0,0,4,0,0,0,2,3,0,3,2,9,3,8,5,0,0,1,0,0,1,1,2,3,2,4,5,3,1,7,8,2,0,2,9,0,1,6,7,3,5,12,16,4,8,9,18,2,2,6,11,1,2,7,8,3,7,17,15,7,5,19,5,ENSG00000127252.7,ENST00000264735.4
0,0,0,1,0,1,0,0,0,2,0,2,3,0,4,4,0,0,0,0,0,0,4,0,2,1,5,6,1,2,2,3,0,1,0,5,0,3,7,5,1,4,12,19,1,3,19,14,1,0,4,4,0,0,3,3,3,8,19,11,4,1,15,8,ENSG00000144668.12,ENST00000264741.10
0,0,3,2,0,1,0,0,1,2,1,0,0,1,3,4,1,0,0,0,0,0,2,0,2,0,4,1,1,2,0,0,2,0,0,4,0,1,3,3,2,1,4,7,2,0,5,6,2,1,1,2,1,0,2,0,1,4,5,5,2,0,8,1,ENSG00000127419.17,ENST00000264771.9
1,1,0,0,0,0,1,1,0,3,1,1,2,1,2,0,0,0,0,0,0,0,0,1,3,1,1,0,2,0,1,4,0,1,2,2,0,1,1,5,1,2,1,0,0,0,0,1,1,0,2,3,0,0,3,0,1,1,2,0,2,2,1,2,ENSG00000109667.12,ENST00000264784.8
5,1,3,3,1,3,2,1,2,4,1,0,1,2,4,2,1,1,2,1,1,2,3,2,6,2,1,0,2,2,1,2,5,3,1,4,3,3,2,2,2,1,1,0,0,0,0,0,1,2,0,1,0,0,2,1,3,3,1,0,2,0,2,0,ENSG00000138722.10,ENST00000264790.7
1,1,0,1,0,2,0,1,0,0,2,0,1,0,1,1,1,0,1,0,0,3,4,1,0,2,4,1,1,2,3,1,1,0,1,0,2,1,3,3,1,6,5,7,1,0,5,6,1,1,0,2,0,2,0,2,1,1,8,5,1,2,5,2,ENSG00000138738.11,ENST00000264808.8
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,ENSG00000105556.12,ENST00000264819.7
2,0,4,2,0,1,3,0,4,4,8,6,8,2,7,10,0,2,2,0,1,1,2,1,2,1,5,3,5,0,5,8,2,2,7,10,2,3,5,14,10,13,9,12,3,1,10,14,4,0,8,14,1,0,2,3,6,6,21,6,11,3,18,15,ENSG00000104903.5,ENST00000264824.5
0,0,0,1,0,0,0,0,0,2,2,0,2,3,3,1,0,0,0,0,0,1,2,1,0,0,2,1,2,0,2,2,0,0,1,1,0,1,0,3,0,2,8,13,4,1,9,3,1,0,3,5,0,2,1,2,2,0,11,4,2,1,2,1,ENSG00000080573.7,ENST00000264828.4
0,0,1,0,0,0,0,0,0,1,1,0,1,1,2,0,0,0,1,0,0,0,0,1,2,1,1,1,0,0,2,0,1,0,0,2,1,0,5,1,0,3,0,0,0,0,1,0,0,0,0,2,0,1,0,0,1,2,1,0,0,0,0,0,ENSG00000090339.9,ENST00000264832.8
0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,6,0,0,0,2,0,0,0,0,0,0,2,3,0,0,0,2,0,0,0,1,2,0,0,1,0,1,3,9,2,1,9,15,1,0,1,3,0,0,4,1,1,2,8,15,3,5,16,12,ENSG00000105088.9,ENST00000264833.9
0,0,0,1,0,0,0,0,0,0,1,1,2,1,3,6,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,2,4,0,1,0,0,3,0,1,1,2,0,0,0,1,0,0,6,0,1,0,1,2,1,3,0,2,1,4,2,ENSG00000105610.6,ENST00000264834.6
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,ENSG00000114529.13,ENST00000264848.10
4,5,2,5,0,9,6,4,2,6,7,3,7,4,9,8,3,6,1,2,5,9,9,7,5,9,10,10,9,2,6,10,1,3,7,13,3,8,14,10,11,11,13,9,5,3,9,13,8,5,9,9,4,4,4,6,6,10,14,7,9,8,14,10,ENSG00000072858.11,ENST00000264852.9
0,0,0,1,0,0,1,1,0,0,2,0,2,2,4,3,0,0,1,0,0,0,2,0,1,5,3,1,2,0,4,5,0,1,1,4,1,0,4,6,2,1,4,5,0,5,4,2,0,1,0,6,0,2,5,4,3,4,3,5,3,4,3,2,ENSG00000038210.14,ENST00000264864.8
0,1,0,2,1,0,0,0,0,1,1,0,1,3,1,3,2,0,0,2,0,0,1,1,1,0,3,1,1,3,0,3,0,0,1,1,1,1,1,3,0,2,5,6,0,1,3,6,1,0,1,2,2,1,3,3,1,3,4,4,3,2,7,4,ENSG00000109680.11,ENST00000264866.9
1,0,0,2,0,2,0,1,0,2,0,0,0,3,2,2,1,0,0,0,0,0,1,4,3,1,0,0,3,3,3,4,0,2,1,1,0,1,1,6,0,1,0,0,0,1,0,0,1,1,1,3,1,2,2,4,1,4,1,1,3,1,2,1,ENSG00000109819.9,ENST00000264867.7
