obs.AAA,obs.AAT,obs.AAC,obs.AAG,obs.ATA,obs.ATT,obs.ATC,obs.ATG,obs.ACA,obs.ACT,obs.ACC,obs.ACG,obs.AGA,obs.AGT,obs.AGC,obs.AGG,obs.TAA,obs.TAT,obs.TAC,obs.TAG,obs.TTA,obs.TTT,obs.TTC,obs.TTG,obs.TCA,obs.TCT,obs.TCC,obs.TCG,obs.TGA,obs.TGT,obs.TGC,obs.TGG,obs.CAA,obs.CAT,obs.CAC,obs.CAG,obs.CTA,obs.CTT,obs.CTC,obs.CTG,obs.CCA,obs.CCT,obs.CCC,obs.CCG,obs.CGA,obs.CGT,obs.CGC,obs.CGG,obs.GAA,obs.GAT,obs.GAC,obs.GAG,obs.GTA,obs.GTT,obs.GTC,obs.GTG,obs.GCA,obs.GCT,obs.GCC,obs.GCG,obs.GGA,obs.GGT,obs.GGC,obs.GGG,ensgid_version,enstid_version,transcript
1,0,2,2,0,0,2,1,1,1,5,0,1,2,4,2,0,0,0,2,0,0,0,1,0,3,9,3,3,0,3,4,2,2,1,3,1,0,11,7,5,7,8,9,2,0,8,5,2,1,3,2,1,1,1,1,3,8,7,3,3,2,6,3,ENSG00000091844,ENST00000206262.2,ENST00000206262
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSG00000091947,ENST00000206380.8,ENST00000206380
31,7,11,32,4,11,12,4,17,17,7,4,32,12,13,25,11,4,5,6,8,16,14,11,13,13,17,4,13,11,9,17,8,10,15,20,7,13,14,26,12,17,7,2,3,2,2,5,31,10,15,25,7,9,7,11,11,13,7,2,31,7,9,12,ENSG00000091986,ENST00000206423.8,ENST00000206423
0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,1,0,2,3,1,0,0,4,2,0,1,2,0,0,0,2,0,1,4,2,0,2,2,5,3,0,1,4,3,0,0,0,0,0,0,1,2,0,3,2,3,0,2,2,0,ENSG00000092010,ENST00000206451.11,ENST00000206451
0,0,0,3,0,0,1,0,2,1,1,0,9,1,4,15,0,0,0,2,0,0,0,0,2,1,0,1,1,0,2,2,2,0,2,10,1,0,1,1,2,1,2,3,2,0,0,4,1,1,2,14,1,0,2,4,7,0,5,2,6,6,9,10,ENSG00000092067,ENST00000206513.6,ENST00000206513
1,0,0,1,0,1,1,0,2,1,1,0,0,3,5,3,0,1,0,1,0,1,2,1,0,3,7,1,2,1,5,1,0,1,1,6,2,1,6,6,5,5,2,2,0,1,3,4,1,0,3,2,0,1,2,2,1,6,4,4,4,0,4,0,ENSG00000092094,ENST00000206542.9,ENST00000206542
1,3,1,1,0,1,1,1,1,2,0,1,0,1,2,1,1,0,1,0,0,1,1,3,0,3,2,2,3,3,3,4,0,0,1,2,0,2,3,5,1,2,2,3,1,3,1,4,5,0,1,1,2,1,1,4,1,4,4,3,2,1,6,3,ENSG00000092140,ENST00000206595.11,ENST00000206595
0,0,1,0,0,0,4,0,1,3,1,0,0,2,1,2,0,0,1,0,0,0,1,1,2,2,6,0,1,3,4,1,1,3,1,5,0,0,2,7,7,3,2,0,0,0,0,1,0,0,2,0,1,2,3,1,0,1,3,1,1,2,0,1,ENSG00000092295,ENST00000206765.11,ENST00000206765
2,0,2,2,0,0,0,0,2,1,1,0,2,0,4,4,0,0,0,1,0,2,3,0,1,4,0,0,2,3,2,3,1,0,1,2,1,1,1,5,1,2,1,0,1,0,1,3,3,0,1,4,0,2,1,5,0,1,2,4,4,5,2,4,ENSG00000092850,ENST00000207457.8,ENST00000207457
0,1,0,2,1,0,1,0,1,0,2,0,1,0,2,3,1,0,0,0,0,0,2,0,1,1,1,1,0,2,0,1,0,1,3,4,0,2,0,2,3,1,1,0,0,0,1,1,2,0,1,1,0,0,1,1,3,2,1,1,2,0,3,2,ENSG00000092929,ENST00000207549.9,ENST00000207549
1,0,0,1,0,0,1,0,0,2,1,5,0,0,2,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,3,0,0,1,1,1,1,1,3,0,1,1,2,2,1,5,5,1,0,6,1,0,0,1,1,1,1,2,6,5,0,4,1,ENSG00000093217,ENST00000207870.8,ENST00000207870
1,2,0,3,0,0,2,1,2,2,1,0,4,1,1,2,0,0,0,0,0,0,0,1,2,2,2,0,1,0,2,1,2,0,3,4,0,1,2,2,2,1,0,0,0,0,0,0,4,0,2,2,0,0,2,0,3,0,0,0,2,1,0,1,ENSG00000187758,ENST00000209668.3,ENST00000209668
12,8,15,14,6,9,5,9,18,6,10,3,12,7,12,20,7,3,7,2,4,8,9,12,10,6,13,2,11,9,8,16,16,9,12,25,5,7,9,12,19,11,13,7,1,5,3,7,14,10,5,10,3,9,8,9,14,10,14,4,14,10,19,17,ENSG00000108244,ENST00000209718.8,ENST00000209718
1,0,0,4,0,3,1,0,0,1,0,1,5,3,4,11,0,0,0,0,0,3,3,5,1,1,3,3,7,7,9,7,0,0,1,3,0,1,1,14,0,3,0,3,4,3,3,5,4,3,1,15,0,4,3,10,3,11,3,6,8,6,9,4,ENSG00000094804,ENST00000209728.9,ENST00000209728
0,1,2,0,1,0,1,0,0,2,3,2,1,4,1,1,0,0,2,1,0,2,3,5,0,2,6,1,1,2,7,0,1,1,0,2,1,2,1,3,1,3,3,11,4,5,3,6,3,0,2,4,1,6,4,2,3,0,6,4,3,2,2,2,ENSG00000094914,ENST00000209873.9,ENST00000209873
0,1,2,1,1,0,2,0,2,1,2,2,2,2,1,4,0,0,1,2,2,2,1,4,4,2,1,0,2,2,3,8,1,1,2,5,0,3,2,1,1,3,1,1,1,3,1,8,3,1,2,1,0,4,1,9,2,1,2,10,3,7,10,3,ENSG00000094916,ENST00000209875.9,ENST00000209875
1,0,0,3,0,0,1,1,0,1,0,1,6,4,2,8,0,0,1,3,2,2,2,0,2,0,1,1,1,2,4,4,0,1,0,3,0,2,0,4,0,2,0,1,0,1,0,6,3,0,1,12,2,2,1,6,2,3,2,4,8,5,5,2,ENSG00000076321,ENST00000209884.5,ENST00000209884
5,0,3,4,0,1,0,0,2,1,1,1,2,0,1,3,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,6,0,1,0,1,0,0,1,2,0,0,0,0,0,0,1,1,0,1,3,0,0,1,1,1,1,1,0,2,1,1,1,ENSG00000094963,ENST00000209929.10,ENST00000209929
0,0,1,1,1,0,0,0,0,2,0,2,2,0,3,2,2,1,1,2,1,3,3,2,0,2,2,2,1,1,2,1,0,0,0,1,3,3,2,2,0,3,2,4,1,3,4,4,0,0,2,2,1,3,1,1,1,3,5,5,1,1,5,3,ENSG00000095059,ENST00000210060.12,ENST00000210060
0,0,0,1,0,0,0,2,1,1,0,2,0,0,4,3,0,0,0,0,0,0,1,0,0,0,1,3,2,0,3,0,0,0,2,3,0,0,1,2,2,0,4,15,1,0,16,13,1,2,1,3,0,1,2,1,3,2,16,8,4,4,8,12,ENSG00000167964,ENST00000210187.11,ENST00000210187
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2,ENSG00000095261,ENST00000210313.8,ENST00000210313
0,0,1,0,0,0,0,0,2,1,2,0,4,2,1,2,0,0,0,2,0,1,0,1,0,0,0,0,1,0,1,2,0,0,0,3,0,1,0,2,1,0,2,3,1,0,1,6,1,0,3,4,2,0,0,1,0,2,2,5,2,1,7,0,ENSG00000095380,ENST00000210444.6,ENST00000210444
0,1,1,3,0,1,2,0,3,2,7,0,6,3,7,7,1,0,1,1,0,0,2,0,6,3,4,0,2,2,1,4,2,2,6,13,1,1,4,6,11,7,16,4,0,2,1,2,2,0,5,6,2,0,4,3,3,1,11,1,4,2,7,2,ENSG00000095917,ENST00000211076.5,ENST00000211076
2,0,1,3,1,0,1,0,1,3,2,0,5,0,2,2,0,0,3,1,2,1,0,1,2,0,0,0,2,1,0,1,2,1,1,1,1,2,1,2,1,1,0,1,0,0,0,2,2,0,3,5,0,1,0,1,0,2,1,1,2,1,2,0,ENSG00000174156,ENST00000211122.4,ENST00000211122
0,0,1,0,0,0,1,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,3,0,0,1,1,0,0,0,2,1,0,2,6,2,1,6,2,1,1,0,2,0,1,0,1,1,2,7,2,1,1,3,5,ENSG00000156711,ENST00000211287.9,ENST00000211287
0,1,1,1,0,1,0,0,1,3,2,1,4,2,4,2,0,0,1,0,0,1,3,3,1,2,2,1,1,1,6,5,1,0,0,7,0,5,2,7,2,1,1,3,2,0,4,5,2,0,5,3,1,0,1,3,4,8,3,6,3,2,7,3,ENSG00000096092,ENST00000211314.5,ENST00000211314
0,0,0,0,0,0,3,0,0,2,5,0,2,0,3,3,0,0,0,0,0,0,0,0,0,2,5,0,0,1,5,0,0,2,3,6,0,0,4,6,7,1,4,5,2,0,3,3,0,0,4,2,0,0,1,0,4,4,3,3,2,0,3,1,ENSG00000204314,ENST00000211413.10,ENST00000211413
0,0,0,0,0,0,1,0,1,1,0,0,0,2,0,0,0,0,1,0,0,0,4,0,0,3,2,5,0,2,1,1,0,0,1,1,1,2,3,3,0,1,4,8,0,1,10,3,0,1,0,0,0,2,4,1,1,2,7,1,1,2,1,0,ENSG00000035403,ENST00000211998.10,ENST00000211998
0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,6,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,4,0,0,0,0,2,0,0,1,2,1,1,1,1,0,0,8,0,1,1,1,2,0,3,3,5,0,3,3,ENSG00000096717,ENST00000212015.11,ENST00000212015
5,3,2,5,1,4,2,1,1,9,1,3,5,6,9,9,2,0,1,1,1,8,7,8,0,6,11,5,7,3,10,6,3,0,4,8,1,8,8,12,4,5,6,14,7,1,14,12,5,5,7,14,1,4,4,5,10,10,11,12,13,4,10,8,ENSG00000069702,ENST00000212355.9,ENST00000212355
0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2,1,0,0,0,1,1,0,0,0,0,1,0,1,ENSG00000099203,ENST00000214869.7,ENST00000214869
1,0,1,7,1,2,2,3,1,2,7,5,9,3,8,15,0,1,3,3,0,0,1,3,3,1,2,3,5,3,8,6,1,4,3,6,1,1,4,11,3,7,2,4,6,3,9,9,7,3,8,16,5,1,3,5,7,7,5,12,16,5,9,13,ENSG00000099326,ENST00000215057.7,ENST00000215057
0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,2,0,1,0,0,0,0,1,0,1,ENSG00000099330,ENST00000215061.9,ENST00000215061
0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,2,3,0,0,0,1,0,1,0,1,1,0,1,0,ENSG00000099341,ENST00000215071.9,ENST00000215071
0,0,0,0,0,0,2,0,1,1,4,0,5,1,9,11,0,0,1,1,0,0,0,0,0,0,2,4,0,1,3,0,0,1,2,14,2,0,2,3,4,6,19,18,1,1,13,12,0,0,3,12,0,0,2,1,12,0,22,5,9,0,14,1,ENSG00000099365,ENST00000215095.11,ENST00000215095
0,0,1,0,0,0,0,0,0,1,0,2,2,0,4,4,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,4,0,0,2,2,4,2,6,8,1,0,8,11,0,0,2,6,0,0,0,0,1,1,13,6,4,0,12,6,ENSG00000099385,ENST00000215115.5,ENST00000215115
0,0,0,2,0,0,1,0,1,1,2,0,2,1,4,6,0,0,0,0,0,0,1,0,0,2,8,3,1,0,2,1,1,0,0,2,0,1,8,3,1,6,16,24,4,0,20,31,1,1,4,8,0,0,3,1,1,3,21,29,8,3,28,8,ENSG00000099617,ENST00000215368.4,ENST00000215368
0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,7,2,0,1,3,0,0,0,0,2,1,1,3,4,2,5,5,10,0,3,11,1,0,0,1,1,0,0,5,0,0,4,9,3,1,0,1,0,ENSG00000099624,ENST00000215375.7,ENST00000215375
1,0,1,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,4,1,0,1,0,0,0,2,5,1,1,1,5,2,1,3,1,0,0,4,0,0,0,0,1,0,5,2,0,2,0,3,1,ENSG00000095932,ENST00000215531.6,ENST00000215531
0,0,0,0,0,0,0,1,1,0,1,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,6,0,0,1,0,4,0,0,2,5,0,6,3,0,0,1,1,0,0,0,1,0,1,0,0,0,4,1,4,0,0,0,0,0,ENSG00000099769,ENST00000215539.4,ENST00000215539
0,0,2,0,1,0,1,1,0,0,3,3,0,1,2,6,0,0,1,1,0,0,0,0,2,0,2,0,1,1,2,4,0,1,0,3,1,0,3,3,1,4,4,14,4,0,4,14,2,2,3,5,0,0,0,4,1,3,14,5,7,2,16,8,ENSG00000099785,ENST00000215555.7,ENST00000215555
0,0,0,0,0,0,1,0,0,1,1,0,0,1,3,3,0,0,0,2,0,0,1,0,1,1,1,1,1,0,4,1,0,0,0,4,1,0,1,4,0,1,1,1,1,0,0,2,0,1,2,1,1,1,1,2,3,3,0,1,2,3,1,2,ENSG00000099795,ENST00000215565.3,ENST00000215565
0,0,0,0,0,0,1,0,0,0,0,0,0,3,8,3,0,1,0,4,2,1,0,1,0,1,0,1,0,3,4,1,0,0,0,5,1,0,0,4,0,1,0,4,1,1,5,2,0,0,0,5,2,3,1,3,5,3,5,5,4,1,1,3,ENSG00000099797,ENST00000215567.10,ENST00000215567
0,0,0,0,0,0,0,0,0,1,0,2,0,3,1,0,0,0,1,1,2,1,0,2,0,0,1,2,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,2,5,0,0,1,2,0,3,2,0,1,0,1,3,1,2,2,0,ENSG00000099800,ENST00000215570.8,ENST00000215570
0,0,1,0,0,0,0,0,0,1,1,1,2,0,2,4,0,0,0,0,0,0,0,0,0,1,4,4,0,0,3,3,0,0,0,2,0,0,6,3,0,1,9,11,2,1,10,16,1,0,2,5,0,0,3,3,2,6,7,13,4,5,14,3,ENSG00000099804,ENST00000215574.9,ENST00000215574
0,0,0,4,0,0,1,0,0,1,2,1,5,3,3,6,1,0,0,0,0,0,0,0,1,2,1,1,1,2,2,2,1,1,2,4,0,0,2,4,5,0,4,3,1,0,0,4,2,0,2,9,1,0,2,3,2,2,5,0,7,1,4,2,ENSG00000099812,ENST00000215582.8,ENST00000215582
0,3,1,5,2,7,3,0,0,5,1,1,1,0,4,4,1,3,1,1,2,8,7,6,0,6,7,5,0,2,5,10,5,1,1,0,2,5,6,8,2,4,2,7,3,3,7,2,4,5,4,2,0,3,2,3,5,6,5,2,11,3,2,3,ENSG00000099860,ENST00000215631.9,ENST00000215631
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,1,ENSG00000099866,ENST00000215637.8,ENST00000215637
0,0,0,1,0,0,1,0,1,0,1,1,0,0,8,5,0,0,0,0,0,0,0,0,0,1,3,1,1,0,2,2,0,1,1,3,0,0,2,3,1,2,7,10,4,2,6,14,1,0,2,9,0,0,2,2,3,2,9,13,7,2,13,13,ENSG00000188130,ENST00000215659.13,ENST00000215659
1,0,1,1,0,0,1,0,1,1,0,0,2,0,3,0,0,0,0,1,1,1,1,0,1,2,1,0,1,0,0,0,1,0,2,2,0,2,3,1,2,0,0,1,0,0,2,0,2,0,0,1,0,0,0,0,0,2,2,1,0,0,0,0,ENSG00000099937,ENST00000215727.10,ENST00000215727
0,0,0,0,0,0,0,0,0,0,2,2,2,1,1,1,0,0,0,0,0,1,3,0,0,1,3,2,0,1,0,2,0,0,1,2,0,1,2,2,1,3,2,4,4,0,3,8,0,0,4,2,0,2,1,1,2,1,3,8,1,1,9,4,ENSG00000099940,ENST00000215730.12,ENST00000215730
0,2,2,2,0,0,1,2,3,3,1,2,6,2,5,4,1,0,0,0,1,1,2,3,1,1,4,2,2,0,3,5,3,0,0,5,0,5,4,3,3,3,5,7,5,1,5,10,2,1,7,10,0,1,1,2,2,5,8,9,7,1,11,7,ENSG00000184436,ENST00000215742.9,ENST00000215742
0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1,0,0,1,1,ENSG00000099953,ENST00000215743.8,ENST00000215743
0,0,0,1,0,0,0,0,0,0,0,1,1,2,2,1,0,0,0,1,0,0,1,0,2,4,3,0,0,2,4,2,0,1,1,2,0,1,3,4,1,3,0,2,1,3,3,4,1,0,0,1,1,0,5,4,1,1,3,6,0,3,4,1,ENSG00000240972,ENST00000215754.8,ENST00000215754
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,1,2,0,1,1,2,0,1,1,0,0,0,0,1,0,2,0,0,0,1,1,0,0,0,0,0,ENSG00000099974,ENST00000215770.6,ENST00000215770
0,0,0,0,0,0,0,0,0,0,2,1,1,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,2,0,2,2,1,0,1,4,0,0,0,2,0,0,1,1,2,0,2,2,1,1,3,3,ENSG00000099985,ENST00000215781.3,ENST00000215781
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,3,0,0,0,3,0,0,1,3,0,0,0,1,0,0,2,6,0,0,0,2,0,0,1,1,2,4,1,5,1,1,9,2,ENSG00000099992,ENST00000215790.12,ENST00000215790
0,0,0,0,0,0,1,0,1,2,4,0,0,1,4,3,0,0,1,0,0,0,0,2,1,2,0,3,3,1,1,1,0,1,3,2,0,2,2,4,1,1,1,4,4,3,2,3,0,0,3,6,1,0,3,0,3,3,2,5,2,0,5,1,ENSG00000099995,ENST00000215793.13,ENST00000215793
0,0,2,3,1,1,2,1,1,1,0,4,1,4,4,2,1,0,0,0,0,1,2,3,3,0,4,2,4,1,4,7,0,3,2,4,0,3,2,7,2,4,1,1,1,3,4,3,4,2,2,3,0,1,3,5,3,7,3,5,5,1,6,2,ENSG00000184979,ENST00000215794.8,ENST00000215794
1,0,1,1,1,0,0,0,0,2,1,0,0,1,3,1,0,1,0,2,0,0,0,2,1,1,1,0,0,0,1,2,1,0,3,2,2,2,3,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,0,0,0,3,0,ENSG00000100012,ENST00000215812.9,ENST00000215812
1,0,1,3,0,1,1,0,0,2,1,1,3,1,3,1,0,0,0,2,0,1,4,1,1,2,1,3,1,0,1,0,1,1,1,2,0,4,2,1,2,2,0,3,2,1,4,1,4,0,2,2,2,0,0,0,2,1,5,1,1,0,1,0,ENSG00000100028,ENST00000215829.8,ENST00000215829
0,1,0,1,0,0,1,0,1,0,1,0,1,3,8,5,0,0,0,0,0,0,3,0,3,4,7,5,1,1,2,2,3,0,1,8,0,3,6,5,1,4,4,7,4,3,4,18,0,0,1,7,0,0,8,1,7,7,4,16,2,2,21,2,ENSG00000100030,ENST00000215832.11,ENST00000215832
0,1,0,1,0,3,1,1,1,2,3,0,2,2,7,6,1,0,0,1,2,1,2,2,5,3,1,1,2,1,8,2,0,2,3,10,0,3,4,6,4,2,3,2,1,2,0,2,1,2,3,4,0,0,3,4,5,6,4,2,6,2,2,1,ENSG00000185339,ENST00000215838.8,ENST00000215838
0,0,1,0,0,0,0,0,2,0,0,1,2,1,2,2,0,0,1,0,0,0,3,0,0,3,3,0,0,2,1,2,1,0,0,4,1,1,2,3,1,2,1,2,1,1,0,1,0,0,1,3,0,2,1,2,2,2,2,0,1,1,3,1,ENSG00000100053,ENST00000215855.7,ENST00000215855
0,0,0,1,0,0,0,0,1,0,1,0,0,2,2,1,0,0,0,0,0,0,1,0,0,2,1,1,0,0,0,1,0,0,1,1,0,0,2,1,1,1,4,5,1,0,6,2,1,0,1,3,0,1,1,0,0,0,5,2,3,0,1,1,ENSG00000100075,ENST00000215882.10,ENST00000215882
0,0,0,1,0,2,1,0,0,3,2,0,0,1,2,3,0,0,0,0,0,2,4,2,2,2,10,0,1,1,4,6,1,3,3,6,0,3,7,8,6,5,3,7,0,1,5,1,0,0,2,0,0,1,2,2,5,7,6,0,1,2,7,6,ENSG00000100078,ENST00000215885.4,ENST00000215885
1,2,0,4,2,1,0,2,2,1,4,1,4,3,5,9,3,2,1,3,1,1,1,4,2,1,2,0,4,4,3,3,2,0,5,4,2,2,2,7,3,5,1,2,1,0,2,1,1,2,4,10,3,3,2,2,3,5,4,1,8,2,3,6,ENSG00000100079,ENST00000215886.6,ENST00000215886
0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,5,0,1,4,7,0,0,0,4,0,0,0,1,0,1,5,5,2,0,6,1,ENSG00000241360,ENST00000215904.7,ENST00000215904
4,4,3,1,1,0,5,3,3,3,6,3,0,5,9,7,3,1,0,1,1,4,6,5,3,5,14,8,4,3,5,9,4,2,8,15,2,8,11,7,8,10,11,18,1,6,16,26,1,2,4,3,1,4,8,7,15,10,16,19,5,6,31,14,ENSG00000128203,ENST00000215906.6,ENST00000215906
0,1,1,0,0,0,2,0,2,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,4,2,1,1,0,2,3,1,1,0,1,0,1,4,4,0,3,1,1,0,0,1,2,1,0,2,1,0,0,1,2,0,1,2,1,3,2,0,2,ENSG00000100097,ENST00000215909.10,ENST00000215909
2,1,3,7,1,0,1,0,3,3,2,1,4,1,2,8,3,0,1,0,2,1,2,0,2,2,0,2,1,1,2,3,6,1,2,4,1,0,1,7,2,2,0,2,1,1,2,1,2,0,3,4,0,4,2,0,6,2,4,0,3,3,6,4,ENSG00000100100,ENST00000215912.10,ENST00000215912
0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,ENSG00000100104,ENST00000215917.11,ENST00000215917
0,0,1,1,0,0,0,0,1,1,0,2,0,1,3,6,0,0,0,1,0,0,0,2,2,0,1,3,1,0,1,1,0,0,1,4,0,0,3,1,1,0,1,3,2,2,2,5,2,0,2,3,1,2,3,0,1,3,3,3,4,3,5,3,ENSG00000100124,ENST00000215941.9,ENST00000215941
1,0,1,2,0,0,0,0,0,0,1,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,1,0,0,3,0,0,1,1,2,1,4,15,2,1,6,13,2,0,0,4,0,0,2,0,2,1,16,5,3,2,8,5,ENSG00000100139,ENST00000215957.10,ENST00000215957
1,0,1,1,0,0,1,0,0,1,1,1,1,0,1,3,0,0,0,1,0,1,0,2,1,1,1,1,1,1,1,2,1,0,1,2,1,0,2,3,0,1,0,1,0,0,2,4,1,1,1,1,0,2,1,0,3,3,0,3,2,3,4,2,ENSG00000100162,ENST00000215980.10,ENST00000215980
1,0,0,2,0,0,1,0,0,2,2,2,4,2,2,3,0,0,0,2,0,2,1,1,0,1,1,1,2,1,2,5,0,0,2,4,2,0,1,7,1,3,2,4,2,1,6,4,2,1,5,4,0,2,0,2,5,4,5,5,3,0,9,5,ENSG00000100196,ENST00000216014.9,ENST00000216014
2,2,2,1,0,2,2,0,0,2,2,2,3,2,1,6,0,1,1,2,2,2,4,2,4,4,3,2,3,5,1,2,3,0,2,3,1,3,3,5,3,3,3,2,2,1,1,5,3,1,1,6,1,3,4,4,1,3,3,3,3,4,6,7,ENSG00000100206,ENST00000216024.7,ENST00000216024
0,0,0,0,1,0,0,0,0,0,1,3,2,1,0,1,0,0,0,2,0,2,1,1,0,1,1,0,1,0,1,0,0,0,2,0,1,2,1,0,3,0,1,2,1,0,2,2,0,1,2,1,0,0,0,1,0,3,3,0,0,0,3,0,ENSG00000100209,ENST00000216027.8,ENST00000216027
1,0,1,2,0,0,1,1,1,2,1,1,2,1,2,7,1,0,1,0,0,2,3,3,4,2,1,1,0,0,3,7,2,1,1,5,1,5,1,4,1,1,1,1,0,2,3,5,1,0,2,5,1,1,3,2,3,6,1,6,6,4,9,8,ENSG00000100211,ENST00000216029.8,ENST00000216029
0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,ENSG00000100216,ENST00000216034.6,ENST00000216034
3,0,0,3,0,1,0,0,0,1,0,0,2,4,2,3,0,0,1,1,0,2,2,2,1,2,0,0,1,1,2,5,0,1,0,3,1,1,1,4,0,1,0,0,0,0,1,2,4,0,0,3,1,2,0,3,3,3,1,2,4,1,5,3,ENSG00000100218,ENST00000216036.9,ENST00000216036
1,0,0,3,0,0,0,0,1,1,0,1,1,2,4,1,0,0,2,0,0,2,3,2,1,3,0,1,1,0,2,1,1,0,1,2,2,2,2,1,1,0,0,2,0,0,2,6,2,0,1,3,0,3,0,1,1,3,3,4,4,1,3,1,ENSG00000100220,ENST00000216038.6,ENST00000216038
1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,ENSG00000100226,ENST00000216044.10,ENST00000216044
2,1,2,3,0,1,1,0,3,3,4,0,1,4,4,3,1,0,0,0,1,2,4,3,1,5,9,2,3,2,4,6,1,1,5,7,0,4,8,9,5,8,8,5,1,0,3,5,4,1,2,2,0,3,3,3,5,6,5,2,4,3,7,4,ENSG00000100246,ENST00000216068.9,ENST00000216068
3,2,1,2,1,1,0,0,0,2,0,0,0,0,2,1,3,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,ENSG00000100249,ENST00000216071.5,ENST00000216071
0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,2,0,0,0,1,1,0,1,2,2,1,3,1,1,0,0,2,0,0,0,0,1,0,0,0,1,0,2,3,1,0,0,0,0,ENSG00000100253,ENST00000216075.11,ENST00000216075
4,5,5,7,0,3,6,2,3,6,10,2,7,5,7,9,2,2,1,2,0,2,7,4,4,7,12,6,6,2,6,5,6,1,5,11,5,5,8,10,11,8,11,15,2,2,8,19,9,3,10,8,2,3,9,2,5,6,12,8,15,8,10,18,ENSG00000100263,ENST00000216085.12,ENST00000216085
